id,title,url,is_paid,price,is_practice_test_course,headline,language,name_from_site,rating,category,what_u_learn,description
2239576,FREE Microsoft Dynamics 365& Power Platform Developer Course,/course/free-microsoft-dynamics-365-development-beginner-course/,False,Free,False,"Beginner Course on Dataverse Development (Microsoft Dynamics 365 CRM , PowerApps) from Ex-Microsoft employee.",English,FREE Microsoft Dynamics 365& Power Platform Developer Course,4.9,"IT & Software,Other IT & Software,Microsoft Dynamics 365","Overview of Dynamics 365 Development
Overview of Plugin Development
Building JavaScript Web Resources
Understand Architecture of Dynamics 365
Overview of PowerApps Development
Extending Common Data Service (CDS) or Dataverse",
973222,Amazon Web Services - Learning and Implementing AWS Solution,/course/amazon-web-services-aws/,False,Free,False,Become a Master AWS Developer,English,Amazon Web Services - Learning and Implementing AWS Solution,4.3,"IT & Software,Network & Security,Amazon AWS","Learn an how to do an end to end implementation of Amazon Web Services AWS
Get a head start in the complex AWS technologies of modern day IT
Obtain the opportunity to learn more complex things in AWS later (e.g. SSHING)",
1337206,Feedback is Fuel,/course/feedback-is-fuel/,False,Free,False,Become better at giving and receiving feedback in the workplace,English,Feedback is Fuel,4.5,"Personal Development,Career Development,Interpersonal Feedback","Establish a framework for giving all kinds of feedback (SBI Model)
Identify WHERE, WHEN and HOW to give feedback
Develop a growth mindset associated with giving and receiving feedback
Reduce fear and anxiety associated with giving and receiving feedback",
680886,FREE Microsoft Dynamics 365 For Beginners (Updated for 2021),/course/microsoft-dynamics-crm-introduction-course/,False,Free,False,Learn the basics to become an Expert of Microsoft Dynamics 365 (CRM) Enterprise Solution and Boost Your Career Growth.,English,FREE Microsoft Dynamics 365 For Beginners (Updated for 2021),4.4,"Office Productivity,Microsoft,Microsoft Dynamics 365","Sign Up For Microsoft Dynamics 365 Free Trial and Practice.
Get familiar with Microsoft Dynamics 365 For Sales, Customer Service, Project Service Automation, Field Service Important Terms
Become comfortable in navigating through the application.
Learn about Security Model, Adding Users, Customizations, Reporting and lot more.",
830298,Scratch Game Programming,/course/scratch-game-programming/,False,Free,False,A fun guide to programming for parents & teachers who want to help kids learn to code.,English,Scratch Game Programming,4.6,"Development,Game Development,Scratch Programming","Program 6 different video games and interactive art projects.
Figure out how to experiment with Scratch to continue learning.
Share and show off their projects to others in the Scratch community.
Help others discover and learn programming techniques in Scratch.",
3845162,Complete Tableau 2021 Training for Absolute Beginners [FREE],/course/tableau-for-beginners-free/,False,Free,False,Master Data Visualization and Cleansing. No Microsoft Excel experience/training required!,English,Complete Tableau 2021 Training for Absolute Beginners [FREE],4.8,"Business,Business Analytics & Intelligence,Tableau","Fundamentals to Advanced Data Visualization techniques and methods
Automation methods to streamline/eliminate traditional reporting
Cloud sharing technology
Choosing the right Visualization for the right problem",
1567500,Introduction To Graphic Design,/course/graphic-design-intro/,False,Free,False,Learn the basics of graphic design using Canva to create real world projects.,English,Introduction To Graphic Design,4.4,"Design,Graphic Design & Illustration,Graphic Design","Learn Basic Canva Design Skills
Design Real World Projects
The Three Step Design Process",
5480980,Introduction to OpenGL - Textures,/course/introduction-to-opengl-textures/,True,₺299.99,False,A Beginner's Guide to OpenGL Textures for Immersive 3D Graphics,English,Introduction to OpenGL - Textures,5.0,"Development,Programming Languages,OpenGL","Learn, implement and use different texture mapping techniques
Become a better programmer by mastering the Fundamentals of Textures
Learn, implement and use different texture algorithms
Get fast and friendly support in the Q&A area","Welcome to Introduction to OpenGL Textures. This comprehensive course is designed to immerse you in the captivating world of textures and their pivotal role in creating lifelike and visually stunning 3D graphics.
Texturing is a fundamental aspect of computer graphics, transforming ordinary 3D models into awe-inspiring virtual worlds. In this course, we embark on a journey through the intricacies of texture mapping, giving you the essential tools to breathe life into your digital creations.
Throughout this course, you will gain a profound understanding of texture coordinates, UV mapping, and the underlying principles that dictate how textures seamlessly adorn the surfaces of your models. Armed with this knowledge, you will effortlessly navigate through the art of texture transformations and blending, unleashing your creativity with unique and captivating visual effects.
Learn to master the techniques of texture animation, imbuing your scenes with movement and dynamic elements that elevate the immersive experience for users and players alike. Delve into the world of procedural textures, understanding how to generate captivating patterns and textures algorithmically, adding depth and complexity to your graphics."
483924,"How To Gain More Confidence, Self Esteem and Passion in Life",/course/awaken-the-untapped-potential-of-the-mind/,False,Free,False,"Radiate Confidence Passion Self Esteem and Passion: Confidence, Passion, Self Esteem are keys to your success in life!",English,"How To Gain More Confidence, Self Esteem and Passion in Life",4.7,"Personal Development,Personal Transformation,Confidence","FREE BONUSES Included in This Course!
Become Perceived as a Confident Person
Stop Seeking Approval
Develop Your Inner Confidence
Practical Techniques and Methods that Work Immediately!
Eliminate Nervousness and Social Anxiety
Feel Comfortable In Your Own Skin
Learn To Speak With More Confidence
How to Rapidly Improve Your Self Esteem
How To Overcome The Limiting Belief I am not Good Enough
Develop a Powerful and Confident Body Language
Communicate With Genuine Assertiveness and Confidence",
5379502,Create Faceless YouTube Videos Using Free AI Tools Only,/course/create-faceless-youtube-videos-using-free-ai-tools-only/,False,Free,False,Make YouTube Videos Using Only AI Tools For Free - Faceless Method to Build Passive Income From YouTube!,English,Create Faceless YouTube Videos Using Free AI Tools Only,4.1,"Marketing,Content Marketing,YouTube Audience Growth","Understand the concept and benefits of creating YouTube videos without showing faces.
Explore the potential applications and target audience for faceless videos.
Discover a selection of free AI tools available for video generation.
Learn how to access and utilize these tools effectively.
Explore different generative AI techniques used in video generation.
Learn how to develop compelling scripts and storyboards for faceless YouTube videos using AI
Learn about free tools for generating voice-overs and implementing them effectively.
Learn basic search engine optimization (SEO) strategies to improve video discoverability and audience reach.",
450914,Public Speaking Essentials: How to Craft Your Personal Story,/course/public-speaking-essentials/,False,Free,False,Teaching you to find your authentic voice and engage others through the power of your own stories.,English,Public Speaking Essentials: How to Craft Your Personal Story,4.1,"Business,Communication,Public Speaking","Discover how to engage and intrigue your audiences right from the beginning of any speech.
Develop powerful personal stories through action-ready lectures that will help you RIGHT NOW!
Discover time-saving techniques while writing a speech.
Develop effect techniques to recognize personal story opportunities
Understand what information you need to know before writing a speech.
Improve your VERY NEXT SPEECH with a course that is 25% theory and 75% ACTION.",
5377418,Hands On Kubernetes | Weekend Project Series for Kubernetes,/course/kubernetes-on-weekends/,False,Free,False,Kubernetes Hands-on Web Scraping Project,English,Hands On Kubernetes | Weekend Project Series for Kubernetes,4.5,"Development,Software Engineering,Kubernetes","Kubernetes Developers with basic Kubernetes knowledge
Kubernetes Administrators with basic Kubernetes knowledge
Learn Kubernetes with real world scenarios
Complete a hands on project which you can own and mention in your job interviews",
2749676,[NEW] Cyber Security 2020,/course/new-web-security-2020/,False,Free,False,"web security and clever attacks, defenses, and techniques for writing secure code",English,[NEW] Cyber Security 2020,4.6,"IT & Software,Network & Security,Web Security","This course is a comprehensive overview of web security. The goal is to build an understanding of the most common web attacks and their countermeasures. Given the pervasive insecurity of the modern web landscape, there is a pressing need for programmers and system designers improve their understanding of web security issues.
We'll be covering the fundamentals as well as the state-of-the-art in web security. Topics include: Principles of web security, attacks and countermeasures, the browser security model, web app vulnerabilities, injection, denial-of-service, TLS attacks, privacy, fingerprinting, same-origin policy, cross site scripting, authentication, JavaScript security, emerging threats, defense-in-depth, and techniques for writing secure code. Course projects include writing security exploits, defending insecure web apps, and implementing emerging web standards.",
1555134,Introduction to Data Science using Python (Module 1/3),/course/introduction-to-data-science-using-python/,False,Free,False,Learn Data science / Machine Learning using Python (Scikit Learn),English,Introduction to Data Science using Python (Module 1/3),4.4,"Development,Data Science,Data Science","Understand the basics of Data Science and Analytics
Understand how to use Python and Scikit learn
Get a good understanding of all buzz words like ""Data Science"", ""Machine learning"", ""Data Scientist"" etc.",
5474834,Introduction to OpenGL - Lighting,/course/learn-computer-graphics-from-zero-to-hero/,True,₺299.99,False,The Fundamentals of OpenGL Lighting,English,Introduction to OpenGL - Lighting,4.5,"Development,Programming Languages,OpenGL","Learn, implement and use different lighting techniques
Become a better programmer by mastering the Fundamentals of Lighting
Learn, implement and use different lighting algorithms
Get fast and friendly support in the Q&A area","OpenGL Lighting is a crucial and captivating aspect of computer graphics that brings virtual 3D scenes to life by simulating the interaction of light with objects. It is a fundamental concept for creating realistic and immersive visual experiences in various applications, including video games, simulations, architectural visualization, and more.

The primary objective of OpenGL Lighting is to model the behavior of light sources in a 3D environment and calculate how light interacts with surfaces to determine their appearance. This involves considering factors such as the position, intensity, and color of light sources, as well as the material properties of objects, such as their reflectivity and transparency."
2458766,Learn To Create A Complete Menu System in Unity,/course/unitymenus/,False,Free,False,Game development made easy. Learn Unity's UI and create your very own menu system!,English,Learn To Create A Complete Menu System in Unity,4.8,"Development,Game Development,Unity","Gain an understanding of the game development process.
Develop strong and transferrable problem solving skills.
Understand the capabilities of UI development in Unity.
Understand the Unity's audio system",
5009938,HTML CSS Web Development for Complete Beginners,/course/html-css-beginners-tutorial/,False,Free,False,Learn to Create Stunning Websites from Scratch while Learning the Fundamentals of HTML and CSS in this Beginners Course.,English,HTML CSS Web Development for Complete Beginners,4.4,"Development,Web Development,Web Development","Learn to code beautiful websites
Learn HTML & CSS
Learn basic foundation of web development
Understand how websites work",
929554,Self Defense Training Military Grade Jiu Jitsu - Best Course,/course/self-defense-training-military-grade-jiu-jitsu-best-course/,False,Free,False,Every Self Defense Technique You NEED to Know in One Course!,English,Self Defense Training Military Grade Jiu Jitsu - Best Course,4.8,"Health & Fitness,Martial Arts & Self Defense,Self-Defense","Learn Military Grade Jiu Jitsu Self Defence Techiques
Learn Ground Defense For the Street
Learn self defense techniques gun threats and assaults
Learn self defense techniques against top 10 weapon assaults
Learn how to end fights quickly",
2602800,SAP Overview,/course/sap-overview/,False,Free,False,Introduction to SAP,English,SAP Overview,4.2,"IT & Software,Other IT & Software,SAP","SAP
SAP Overview",
5463738,Code Ninja : 10X Your Game Dev Speed,/course/unity-code-ninja/,False,Free,False,7 ways that will help you make games FASTER in Unity,English,Code Ninja : 10X Your Game Dev Speed,4.9,"Development,Game Development,Unity","Increase your Coding speed
Master Integrated & Custom Snippets
Create your own Utility Classes
Create your Own Component Extension Methods
Learn how you can make a Code Library
Learn the importance of having a Graphics Library
Extend the Unity Editor
And More...",
2968644,Logistic Regression Practical Case Study,/course/logistic-regression-cancer-detection-case-study/,False,Free,False,Breast Cancer detection using Logistic Regression,English,Logistic Regression Practical Case Study,4.7,"Development,Data Science,Data Science","How to build a Logistic Regression model for a Real-World Case Study
Work on Google Colab",
65330,Web Development By Doing: HTML / CSS From Scratch,/course/web-development-learn-by-doing-html5-css3-from-scratch-introductory/,False,Free,False,Web Development From Scratch: Learn By Doing For Complete Beginners. HTML And CSS. Code Your First Website In 1 Hour.,English,Web Development By Doing: HTML / CSS From Scratch,4.5,"Development,Web Development,HTML","Create your very first website from scratch
Learn what a website actually is, and what its made of
Learn the basics of HTML / HTML5
Learn the basics of CSS/ CSS3",
937608,IELTS Band 7 Preparation Speaking Course,/course/ielts-band-7-preparation-speaking-course/,False,Free,False,Guide to learning and understanding strategy and tactics to success on IELTS Speaking.,English,IELTS Band 7 Preparation Speaking Course,4.5,"Teaching & Academics,Test Prep,IELTS","Understand IELTS Speaking Part 1 (Interview) Keys to Success
Use Strategy and Tactics for IELTS Speaking Part 2 (Short Presentation)
Provide Extended Answers for IELTS Speaking Part 3
Understand what IELTS Examiners look for when giving high Band Scores
Form sentence structures that result in high IELTS Speaking Band Scores
Speak confidently for the actual IELTS Exam",
503306,Microcontrollers and the C Programming Language (MSP430),/course/mcu_msp430/,False,Free,False,"Create C programs for a microcontroller using inputs/outputs, timers, analog-to-digital converters, comm ports, and LCD.",English,Microcontrollers and the C Programming Language (MSP430),4.5,"IT & Software,Hardware,C (programming language)","Program microcontrollers with the C programming language.
Use timer peripherals
Use communication peripherals
Use analog-to-digital converter peripherals
Use a liquid crystal display (LCD)
Use the MSP430 to develop embedded systems",
5172004,"Learn Finance from Movies & TV: Billions, Wolf of Wall St.",/course/learn-finance-from-movies-tv-billions-wolf-of-wall-street/,False,Free,False,"By an Award Winning MBA Prof who worked at Goldman Sachs, at Hedge Funds and in the Venture Capital industry",English,"Learn Finance from Movies & TV: Billions, Wolf of Wall St.",4.9,"Finance & Accounting,Finance,Finance Fundamentals","How Hedge Funds make money
How Activist investors like Hedge Fund icon Carl Icahn and Private Equity firms make money (case study on the breakup of eBay and PayPal)
How trading floors work on the Buy Side and on the Sell Side
How Investment Banking works
How to sell (and not ""oversell"")
How some Hedge Funds violate Insider Trading rules and what the rules are
How Hedge Funds can tell if a CEO they are meeting with may not be telling the truth (based on training I received from 20+ year former FBI and CIA employees)
Why Over the Counter Securities are often the worst investments
Why using leverage and some derivatives products are not the best ways to invest
Catalyst based investing",
1239512,Learn The Linux Command Line: Basic Commands,/course/command-line/,False,Free,False,Get Started with the Unix Command Line,English,Learn The Linux Command Line: Basic Commands,4.4,"IT & Software,Operating Systems & Servers,Command Line","See the importance of the command line
Learn all of the basic command line commands and syntax you need
Use all basic and common commands in the Linux or Mac command lines
Create your own terminal commands",
4476612,Tarot and Oracle Cards,/course/tarot-and-oracle-introduction/,False,Free,False,An Introduction for Beginners,English,Tarot and Oracle Cards,4.6,"Lifestyle,Esoteric Practices,Tarot Reading","How oracle and tarot decks work.
How to cleanse and store your decks.
Alternative ways to use your cards.
What do to do if you don't connect with your cards.
Basic background and understanding of readings.",
5335018,Energy Healing: How it Works and Where to Start,/course/energy-healing-how-it-works-and-where-to-start/,False,Free,False,"Reiki, Chakras, Acupressure, Aromatherapy, Reflexology, Sound Healing - We hear about them, But How Does It Work??",English,Energy Healing: How it Works and Where to Start,4.5,"Lifestyle,Esoteric Practices,Energy Healing","Recalling Basic Principles/Laws of Science to Understand How we Interact with the Energy BodyE
What is the Subtle Energy Field That Surrounds Us
How Subtle Energy Impacts our Emotional, Mental and Physical Experience
Tools to Work with the Energy Field / Energy Body for Emotional, Mental and Physical Well-Being
Become Aware of Science Behind Self-Healing",
3448732,30 MS Excel Tips to Upgrade your Excel Skill to next Level,/course/excel-tips-to-improve-productivity/,False,Free,False,Learn hidden Excel features to improve your Excel experience and use it like a pro,English,30 MS Excel Tips to Upgrade your Excel Skill to next Level,4.5,"Office Productivity,Microsoft,Excel","Microsoft Excel
Excel Tips
MS Excel
Excel Productivity Tips",
5398912,ISTQB Certified Tester Foundation Level (CTFL) v4.0 [NEW!],/course/istqb-foundation-level-v4-new/,False,Free,False,The easiest way to prepare for the ISTQB Certified Tester Foundation Level (CTFL) 2023 v.4.0 [NEW!],English,ISTQB Certified Tester Foundation Level (CTFL) v4.0 [NEW!],4.5,"IT & Software,IT Certifications,ISTQB Certified Tester Foundation Level (CTFL)","Successfully prepare and pass the ISTQB Certified Tester Foundation Level (CTFL) version 2023 v4.0 [NEW!]
Links to relevant study materials for the istqb certification
All necessary information about istqb foundation level Exam Structure and Rules
All necessary information about How to take the isqtb exam online at home",
5408706,Meditation and its secrets,/course/meditation-and-its-secrets/,False,Free,False,"Course on meditation, to understand what meditation really is, its enormous benefits, how to practice it and why",English,Meditation and its secrets,4.8,"Health & Fitness,Meditation,Meditation","What is meditation
What are its benefits
How to practice meditation
What is really essential to do it at its best
Why it is a fundamental technique
Why you should practice it daily
How meditation makes you understand more and more who you really are",
1351964,GCP - Google Cloud Platform Concepts 2023,/course/gcp-google-cloud-platform-concepts/,False,Free,False,65500+ Students : Google Cloud Platform Overview.,English,GCP - Google Cloud Platform Concepts 2023,4.5,"IT & Software,Network & Security,Google Cloud",Overall Concepts of Google Cloud Platform,
4494582,React JS For Beginners 2023,/course/react-for-beginners-2022/,False,Free,False,"A brief introduction to ReactJS for beginners, learn React from scratch.",English,React JS For Beginners 2023,4.6,"Development,Web Development,React JS","Learn what is react & why it is used
Understand what is JSX
Understand functional & class based components in react
Learn what are props
Learn state in React
Learn how to handle events in React",
13034,Operations Management,/course/operations-management/,False,Free,False,Gain fundamental insights to world of Operations Management from award winning Professor Gad Allon,English,Operations Management,4.4,"Business,Operations,Operations Management",,
1224458,Spark Starter Kit,/course/sparkstarterkit/,False,Free,False,"NOT another ""What is Spark?"" course ! Explore Spark in depth and get a strong foundation in Spark.",English,Spark Starter Kit,4.6,"IT & Software,Other IT & Software,Apache Spark","Learn about the similarities and differences between Spark and Hadoop.
Explore the challenges Spark tries to address, you will give you a good idea about the need for spark.
Learn “How Spark is faster than Hadoop?”, you will understand the reasons behind Spark’s performance and efficiency.
Before we talk about what is RDD, we explain in detail what is the need for something like RDD.
You will get a strong foundantion in understanding RDDs in depth and then we take a step further to point out and clarify some of the common misconceptions about RDD among new Spark learners.
You will understand the types of dependencies between RDD and more importantly we will see why dependencies are important.
We will walk you through step by step how the program we write gets translated in to actual execution behind the scenes in a Spark cluster.
You will get a very good understanding of some of the key concepts behind Spark’s execution engine and the reasons why it is efficient.
Master fault tolerance by simulating a fault situation and examine how Spark recover from it.
You will learn how memory and the contents in memory are managed by spark.
Understand the need for a new programming language like Scala.
Examine object oriented programming vs. functional programming.
Explore Scala's features and functions.",
3026452,Foundations of Hacking and Pentesting Android Apps,/course/foundations-of-hacking-and-pentesting-android-apps/,False,Free,False,"Learn how to hack Android apps, and find vulnerabilties",English,Foundations of Hacking and Pentesting Android Apps,4.8,"IT & Software,Network & Security,Ethical Hacking","Setting up Android Studio and Emulators
Basics of adb
Decompiling apks
Insecure Logging
Hardcoding Issues
Insecure Data Storage
Input Valdiation Issues
Drozer
Finding Attack Surfaces
Access Control Issues
Content Provider Injections
General Bug Hunting Tips",
589110,Palo Alto Firewalls - Installation and Configuration,/course/palo-alto-firewalls-installation-configuration-management/,False,Free,False,Create a test bed and install and configure Palo Alto Firewall step by step,English,Palo Alto Firewalls - Installation and Configuration,4.5,"IT & Software,Network & Security,Palo Alto Firewall","Design, Install and Manage Palo Alto Firewalls
Understanding Next Gen Firewalls and their operation",
1016996,Introduction to Corporate Finance (Mergers & Acquisitions),/course/introduction-to-corporate-finance/,False,Free,False,"M&A, Capital Raising, Capital Markets, Debt Financing, Equity Financing and more",English,Introduction to Corporate Finance (Mergers & Acquisitions),4.6,"Finance & Accounting,Finance,Mergers and Acquisitions","Understand who the key players in the capital markets are
What the capital raising process looks like
What the main business valuation techniques are
The types of valuation multiples
How to structure a deal
How to finance an acquisition
Types of debt securities
Types of equity securities
Overview of career paths as well as how to prepare for interviews",
4209364,Power BI for Business Users,/course/power-bi-for-business-users/,False,Free,False,Make your data speak!,English,Power BI for Business Users,4.6,"Business,Business Analytics & Intelligence,Microsoft Power BI","Create beautiful dashboards instead of boring spreadsheets and slides
Make involving presentation based on interactive visual story
Create visualizations without programming skills
Learn some interesting tips to simply working with Power BI",
618108,Career: Complete Career Change Program,/course/6-figure-mba-executive-coaching/,False,Free,False,Career Change Strategies,English,Career: Complete Career Change Program,4.5,"Business,Human Resources,Career Change","Tap the Hidden Job Market
Perform Cutting Edge Interviews
Craft and Keep a 6-Figure Salary
Quote and Negotiate Salary Like A Pro
Get Calls for Jobs Without Applying
Resume Template
Fill-in-the-Blank Phone Screen and Behavioral Interview Prep
Salary Negotiation Scripts",
4538848,Learn SQL / MySQL database basics FOR FREE,/course/learn-sqlmysql-database-basics-for-free/,False,Free,False,Learn SQL / MySQL for FREE. Database basics,English,Learn SQL / MySQL database basics FOR FREE,4.4,"IT & Software,IT Certifications,SQL","You will learn how to query a database in SQL
You will have detailed knowledge and understanding of using MySQL, one of the most used databases in the world.
You will program SQL to solve a variety of database problems, with applicability in IT industry projects
You will gain knowledge of SQL and MySQL, which will allow you to apply for jobs in the IT sector.",
526996,Resume Secrets: Writing Resumes that Get More Job Interviews,/course/resume-cv-cover-letter/,False,Free,False,Write a Resume (CV) and Cover Letter that Stand Out & Get Read – Avoid Mistakes and Use Best Practices from Top Resumes.,English,Resume Secrets: Writing Resumes that Get More Job Interviews,4.6,"Personal Development,Career Development,Resume and CV Writing","Understand the objectives of resumes
Learn resume basics and best practices
Follow proper resume writing guidelines
Write a resume that stands out
Create unique resumes instead of using resume templates
Write a cover letter that gets read
Learn from actual resume reviews
Avoid the most common resume mistakes",
5198344,Prompt Engineering+: Master Speaking To AI (2023),/course/mastering-prompt-engineering-learn-to-how-to-talk-to-ai/,False,Free,False,Prompt Engineering | 10x Productivity | Few/Zero-Shot Techniques and Best Practices | 50+ Optimised Prompts | GPT-4,English,Prompt Engineering+: Master Speaking To AI (2023),4.5,"Teaching & Academics,Engineering,Prompt Engineering","Understand the fundamental principles and concepts of prompt engineering, including the anatomy of an engineered prompt.
Learn how to apply the prompt engineering mindset to create effective prompts for various use cases and industries.
Explore advanced concepts such as one-shot, few-shot, and zero-shot learning and understand their applications in prompt engineering.
Develop best practices for using prompt engineering to streamline communication, problem-solving, and decision-making in personal and professional settings.
Gain insight into the new job opportunities and emerging fields of prompt engineering.
Develop the skills to train and fine-tune prompt engineering models for specific applications and industries.",
5420258,Unreal Engine For Beginners,/course/unreal-engine-for-beginners-v/,False,Free,False,Learn the Power of Unreal Engine: A Comprehensive Guide for Beginners,English,Unreal Engine For Beginners,4.8,"Development,Game Development,Unreal Engine Blueprints","Understand Unreal Engine's interface and key features.
Implement basic gameplay mechanics using Blueprints
Import and integrate assets into projects
Learn The Fundamental Nodes I Think Everyone Should Know
Learn How To Create And Use Variables In Unreal Engine
Learn How To Create And Use Widget Blueprints",
874492,Excel 2016 Pivot Tables: Create Basic Pivot Tables in Excel,/course/excel-2016-pivot-tables-for-beginners/,False,Free,False,Pivot Tables in Excel 2016. Learn to create basic Pivot Tables in Excel 2016 with real-life examples.,English,Excel 2016 Pivot Tables: Create Basic Pivot Tables in Excel,4.7,"Office Productivity,Microsoft,Excel","Know the Importance of Excel Pivot Tables
Know the Spheres where Excel Pivot Tables Best Serve
Create and Update a Basic Excel Pivot Table
Know about Slicer in Excel
Customize an Excel Pivot Table",
5271736,ChatGPT SEO Mastery: How to Rank #1 with AI SEO Content,/course/chatgpt-seo-mastery-how-to-rank-1-with-ai-seo-content/,False,Free,False,"Master ChatGPT SEO Techniques, Harness AI to Boost Your Content and Boost Your Search Engine Rankings",English,ChatGPT SEO Mastery: How to Rank #1 with AI SEO Content,4.5,"Marketing,Search Engine Optimization,Search Engine Optimization (SEO)","How I Increased SEO Traffic by 50% With ChatGPT
How I Rank Money Pages #1 on Google With ChatGPT
Outsourcing: How ChatGPT DOUBLED My SEO Traffic in 12 Days With THIS SEO Strategy
5 EPIC ChatGPT SEO Prompts that Increased My SEO Traffic by 100%
How I Rank ChatGPT Content #1 Page of Google 2023
How to use the ChatGPT AI PRM Extension for SEO",
503980,Hadoop Starter Kit,/course/hadoopstarterkit/,False,Free,False,"Hadoop learning made easy and fun. Learn HDFS, MapReduce and introduction to Pig and Hive with FREE cluster access.",English,Hadoop Starter Kit,4.5,"IT & Software,Other IT & Software,Hadoop","Understand the Big Data problem in terms of storage and computation
Understand how Hadoop approach Big Data problem and provide a solution to the problem
Understand the need for another file system like HDFS
Work with HDFS
Understand the architecture of HDFS
Understand the MapReduce programming model
Understand the phases in MapReduce
Envision a problem in MapReduce
Write a MapReduce program with complete understanding of program constructs
Write Pig Latin instructions
Create and query Hive tables",
4419068,Spring Boot 3 Restful Web Services Tutorial - Free Course,/course/spring-boot-restful-web-services-tutorial-free-course/,False,Free,False,"Build REST API's with Spring Boot, Spring Data JPA, Hibernate, MySQL for Employee Management Project using IntelliJ IDEA",English,Spring Boot 3 Restful Web Services Tutorial - Free Course,4.7,"IT & Software,Other IT & Software,Spring Boot","Learn how to build RESTful web-services using Spring Boot 3
Learn how to develop three layer architecture (Controller, Service and Repository) in Spring boot application
Learn how to connect Spring boot application to MySQL database
Learn how to use Lombok library to reduce boilerplate code
Learn how to use Spring Data JPA in Spring boot application
Learn how to use IntelliJ IDEA to develop Spring boot application
Learn how to use Postman client to test the REST APIs",
5190594,Google BARD and ChatGPT AI for Increased Productivity,/course/exploring-chatgpt-an-introductory-guide-with-use-cases/,False,Free,False,"ChatGPT & Google BARD : Learn it's Applications in Customer Service, Marketing and more!",English,Google BARD and ChatGPT AI for Increased Productivity,3.9,"Business,Business Strategy,ChatGPT","Learn ChaGPT & Google BARD to Improve your Life
Improve your ""PRODUCTIVITY""
Gain a new skill which is tremendously helpful
Save time and start creating!",
217508,User Experience (UX) Fundamentals,/course/introtoux/,False,Free,False,Learn the fundamentals of UX (user experience) design and process.,English,User Experience (UX) Fundamentals,4.3,"Design,User Experience Design,User Experience Design","Describe what user experience design is and why it's important
Describe the principles of great user experience design
Describe the process you should follow to design a great user experience
Describe the skills and knowledge that you need to be a user experience professional
Describe the obstacles that are common to great user experience design and how to overcome them
Know what to do as a next step for you as a user experience professional",
1206944,Fitness For Beginners: Complete Workout Plan Mastery 2017,/course/fitness-for-beginners-complete-workout-plan-mastery-2017/,False,Free,False,Learn how to Create your Own Training & Exercise Routines that Optimizes your Gene Expression and Alters your Body Compo,English,Fitness For Beginners: Complete Workout Plan Mastery 2017,4.6,"Health & Fitness,General Health,Fitness","Decide how many hours they should workout per week based on their goals
Decide how many times they should workout per week based on your goals
Decide whether they should do Steady-State Cardio or HIIT
Master the Exercise form of 8-Main Exercises using the Key Checkpoint System
Understand the breathing process while exercising",
1616392,Breathwork - Master Your Mind & Emotions in 21 Days,/course/master-your-mind-emotions-in-21-days/,False,Free,False,"Powerful Breathing Methods to Reduce Social Anxiety, Depression & Improve Your Sleep",English,Breathwork - Master Your Mind & Emotions in 21 Days,5.0,"Personal Development,Stress Management,Breathing Techniques","Relieve anxiety and stress
Boost energy levels, or induce a more relaxed, meditative state
Lower overall breathing rate, increase effectiveness of breathing",
2814631,Learn Accounting Basics in Minutes for Free,/course/accounting17/,False,Free,False,Learn the basics of accounting visually in a business simulation game — only 29 minutes in our highest-rated course!,English,Learn Accounting Basics in Minutes for Free,4.8,"Finance & Accounting,Accounting & Bookkeeping,Accounting","Accounting Basics
Balance Sheet
Income Statement (P&L)
General Ledger
Debits & Credits
Double-Entry Bookkeeping",
4202336,Object Oriented Programming in C++  &  Interview Preparation,/course/cracking-cpp-interview/,False,Free,False,"Classroom like learning, Detailed Explanation of Question",English,Object Oriented Programming in C++ & Interview Preparation,4.4,"Development,Programming Languages,C++ (programming language)","Interview preparation - with Top frequently asked questions
How to answer question asked ?
Strengthen your problem solving and programming skills
Breaking down the interview question & answering in a step by step, systematic manner","Classroom like learning, Detailed Explanation of Question, Top Frequently Asked Questions
Concepts of C++ programming are made very simple and easy.

Curriculum:
Introduction
Why Object Oriented Programming
Example of OOP
Member Function and Member Variable
Access Specifiers"
5463774,The Complete OpenGL Course: From Zero to Expert!,/course/the-complete-computer-graphics-course/,True,₺299.99,False,"The modern OpenGL course for everyone! Master OpenGL with projects, challenges and theory. Many courses in one!",English,The Complete OpenGL Course: From Zero to Expert!,4.5,"Development,Programming Languages,OpenGL","Learn, implement and use different Computer Graphics
Become a better programmer by mastering the Fundamentals of Graphics
Get more confident and be prepared for your next Coding Interview
Learn, implement and use different Shader Algorithms
Get fast and friendly support in the Q&A area
Practice your skills with challenges and assignments (solutions included)","You’ve just stumbled upon the most complete, in-depth OpenGL programming course online.
Whether you want to:
- build the skills you need to get your first OpenGL programming job
- move to a more senior software developer position
- become a computer scientist mastering in graphics
- or just learn OpenGL to be able to create your own OpenGL shaders quickly.
This complete OpenGL Masterclass is the course you need to do all of this, and more.

This course is designed to give you the OpenGL skills you need to become a OpenGL developer. By the end of the course, you will understand OpenGL extremely well and be able to build your own OpenGL shaders and be productive as a computer scientist and software developer."
